title_product,description,images,Артикул Маркета,Тип,Марка мотоцикла,Тип автотехники,Код производителя,Все характеристики
"Вариатор передний тюнинг на скутер Ямаха Джог / Априо 50 кубов / 3kj / 3aa / 5bm / Minarelli , Yamaha Jog , Aprio 50cc","Описание товара
Спортивный вариатор на скутера Японского производства Yamaha Jog c валом 13 мм и объемом двигателя 50 - 80 сс.
Премиальное качество производства! Все плоскости отшлифованы, а внутренняя щека обработана до зеркального состояния. С данным вариатором на Вашем скутере можно ожидать прироста максимальной скорости от 10 до 15 км/ч! Увеличенный диаметр шкива дает возможность выходить ремню вариатора на больший диаметр увеличивая производительность и глубже ""утапливая"" ремень в шкивах заднего вариатора (сцеплении). Динамика разгона скутера Вас также приятно удивит! Удлиненные дорожки для выхода роликов вариатора и совершенно другие углы для их выхода. В комплекте идет 9 роликов для точной настройки скутера, и еще вы получаете пружинки для сцепления на 1500RPM, которые желательно установить сразу. Внутренняя медная втулка в щеке вариатора устойчива к износу, как и слайдеры, выполненные из лучшего ABS пластика.
Тюнинг скутера - это не так сложно. И вариатор - это как раз то, с чего стоит начать.
Лучше сразу приобрести качественный ремень с кевларом, т.к. из за увеличения оборотов и нагрузки дешевые ремни вариатора будут быстро рваться.
После установки Вариатора вы можете перейти к более углубленному тюнингу скутера и раскрыть его потенциал. Например поршневую группу увеличенного объема, головку с увеличенными клапанами.
Комплектация вариатора:
-9 роликов вариатора
-Внутренняя щека вариатора
-Паук (фиксатор роликов с обратной стороны щеки вариатора)
-3 слайдера
-Втулка вариатора (Палец)
-3 пружины для колодок сцепления
Подходит на модели скутеров:
Японский скутер с двигателем 50-80 кубов 5BM или 3KJ / 3AA Yamaha Jog Aprio / Jog Artistic / Jog Artistic Sport Ed. / Jog Next Zone / Jog Poche / Jog Super ZR / Yamaha Aerox / BWS 50 / BWS 50 NG / BWS 50 Spy / Jog R воздуш./ Jog RR жидк. / Neos 50 2T / Slider (Японский скутер с двигателем 3КЖ или 5БМ Ямаха Джог Априо / Артистик / Некст Зон / Поше / Аерокс)
Размеры:
Диаметр внутреннего шкива - 100 мм
Внешний диаметр втулки - 18 мм
Внутренний диаметр втулки - 13 мм
Внутренний диаметр отверстия под втулку вариатора - 18 мм
Внутренний диаметр паука - 13 мм
Количество шлицов паука - 17 шт
Длина пальца - 38 мм
Ролики - 15*12 мм
Показать полностью
Общие характеристики
Артикул Маркета
4371077297
Бренд
Komatsu
Тип
Вариатор для скутера
Марка мотоцикла
Yamaha
Совместимые модели
Ямаха Джог / Априо
Тип автотехники
скутер
Длина
40 мм
Ширина
150 мм
Высота
100 мм
Диаметр
105 мм
Вес
0.99 кг
Количество в комплекте
1 шт.
Подробная комплектация
Вариатор передний тюнинг на скутер Ямаха Джог
Дополнительная информация
Вариатор передний тюнинг на скутер Ямаха Джог / Априо 50 кубов / 3kj / 3aa / 5bm / Minarelli , Yamaha Jog , Aprio 50cc
Дополнительно
Материал
Металл
Перед покупкой уточняйте характеристики и комплектацию у продавца.",['https://avatars.mds.yandex.net/get-mpic/5318100/2a0000018e6b6b7d580f6bfc0611e6b42cfc/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
"Вариатор передний тюнинг Хонда Дио / Джорно / Такт и китайские скутеры 50 кубов , 139QMB , 50 кубов TUNING / Honda Dio / Giorno / Tact 50cc","Описание товара
Спортивный вариатор на скутера Японского производства Honda Dio AF - 18 / 27 и т.д. с объемом двигателя 50 - 80 сс и толстым валом (14мм)
Премиальное качество производства! Все плоскости отшлифованы, а внутренняя щека обработана до зеркального состояния. С данным вариатором на Вашем скутере можно ожмдать прироста максимальной сокрости от 10 до 15 км/ч! Увеличенный диаметр шкива дает возможность выходить ремню вариатора на больший диаметр увеличивая производительность и глубже ""утапливая"" ремень в шиквах заднего вариатора (сцеплении). Динамика разгона скутера Вас также приятно удивит! Удлиненные дорожки для выхода роликов вариатора и совершенно другие углы для их выхода. В комплекте идет 9 роликов для точной настройки скутера, и еще вы получаете пружинки для сцпления на 1500RPM, которые желательно установить сразу. Внутрянняя меднай втулка в щеке вариатора устойчива к износу, как и слайдеры, выполненные из лучшего ABS пластика.
Тюнинг скутера - это не так сложно. И вариатор - это как раз то, с чего стоит начать.
Лучше сразу преобрести качественный ремень с кевларом, т.к. из за увеличения оборотов и нагрузки дешевые ремни вариатора будут быстро рваться.
После установки Вариатора вы можете перейти к более углубленному тюнингу скутера и раскрыть его потенциал. Например поршневую группу увеличенного объема, головку с увеличенными клапанами.
Комплектация вариатора:
-9 роликов вариатора
-Внутренняя щека вариатора
-Паук (фиксатор роликов с обратной стороны щеки вариатора)
-3 слайдера
-Втулка вариатора (Палец)
-3 пружины для колодок сцепления
Подходит на модели скутеров:
Японский скутер: Dio AF-18 / Tact AF-51 / Dio AF-25 / Tact AF-30 / Dio AF-27 / Tact AF-24 / Dio AF-28 ZX / Julio AF-52 / DJ1 RR / Giorno AF24 (Хонда Дио / Джорно / Такт АФ - 18 / 27 / 34 и др.)
Китайские скутеры с двигателем 4т серии GY6 с маркировкой 139QMB, 1P39QMB и 139QMA и объемом двигателя 80 - 100 кубов / Omaks (Омакс) / Motoland (Мотолэнд) / Racer (Рейсер) / Irbis / Storm / Stels / Lifan Viper Wind Racer (Вайпер) / Meteor IRBIS Z50R (Ирбис) / Viper Grand PRIX Honling Joker QT-7;ЗиД Lifan (Лифан) LF50QT-8A / RACE WOLF RC 50QT-3B / NAVIGATOR E-MOTO XJ 50QT-5 / JIEDA JD 50QT-4A
Размеры:
Диаметр внутреннего шкива - 89 мм
Внешний диаметр втулки - 20 мм
Внутренний диаметр втулки - 14 мм
Внутренний диаметр отверстия под втулку вариатора - 20 мм
Внутренний диаметр отверстия паука - 14 мм
Ролики - 16*13 мм
Длина пальца - 38 мм
Пружины сцепления - 1500 RPM
Показать полностью
Общие характеристики
Артикул Маркета
4371077767
Бренд
Komatsu
Тип
Вариатор для скутера
Марка мотоцикла
Honda
Совместимые модели
Хонда Дио / Джорно / Такт
Тип автотехники
скутер
Длина
40 мм
Ширина
150 мм
Высота
100 мм
Диаметр
90 мм
Вес
0.99 кг
Количество в комплекте
1 шт.
Подробная комплектация
Вариатор передний тюнинг Хонда Дио
Дополнительная информация
Вариатор передний тюнинг Хонда Дио / Джорно / Такт и китайские скутеры 50 кубов , 139QMB , 50 кубов TUNING / Honda Dio / Giorno / Tact 50cc
Дополнительно
Материал
Металл
Перед покупкой уточняйте характеристики и комплектацию у продавца.",['https://avatars.mds.yandex.net/get-mpic/5376959/2a0000018e66a1075c5fcca93f24c7890544/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Вариатор передний тюнинг на скутер Хонда Дио / Такт 50 кубов TUNING / Аф-18 / Tact / Тонкий Вал / Honda Dio / Tact Af-18,"Описание товара
Спортивный вариатор на скутера Японского производства Honda Dio / Tact AF-16/18 и объемом двигателя 50 - 80 сс.
Премиальное качество производства! Все плоскости отшлифованы, а внутренняя щека обработана до зеркального состояния. С данным вариатором на Вашем скутере можно ожидать прироста максимальной скорости от 10 до 15 км/ч! Увеличенный диаметр шкива дает возможность выходить ремню вариатора на больший диаметр увеличивая производительность и глубже ""утапливая"" ремень в шкивах заднего вариатора (сцеплении). Динамика разгона скутера Вас также приятно удивит! Удлиненные дорожки для выхода роликов вариатора и совершенно другие углы для их выхода. В комплекте идет 9 роликов для точной настройки скутера, и еще вы получаете пружинки для сцепления на 1500RPM, которые желательно установить сразу. Внутренняя медная втулка в щеке вариатора устойчива к износу, как и слайдеры, выполненные из лучшего ABS пластика.
Тюнинг скутера - это не так сложно. И вариатор - это как раз то, с чего стоит начать.
Лучше сразу приобрести качественный ремень с кевларом, т.к. из за увеличения оборотов и нагрузки дешевые ремни вариатора будут быстро рваться.
После установки Вариатора вы можете перейти к более углубленному тюнингу скутера и раскрыть его потенциал. Например поршневую группу увеличенного объема, головку с увеличенными клапанами.
Комплектация вариатора:
-9 роликов вариатора
-Внутренняя щека вариатора
-Паук (фиксатор роликов с обратной стороны щеки вариатора)
-3 слайдера
-Втулка вариатора (Палец)
-3 пружины для колодок сцепления
Подходит на модели скутеров:
Японские скутера: Tact AF16 / Dio AF18 / Tact AF51 / Dio AF25 / Tact AF30 / Tact AF24 / Julio AF52 DJ1 RR Giorno AF24 (Хонда Дио / Такт АФ - 16 /18 )
Размеры:
Диаметр внутреннего шкива - 89 мм
Внешний диаметр втулки - 20 мм
Внутренний диаметр втулки - 12 мм
Внутренний диаметр отверстия под втулку вариатора - 20 мм
Внутренний диаметр отверстия паука - 12 мм
Ролики - 16*13 мм
Длина пальца - 38 мм
Показать полностью
Общие характеристики
Артикул Маркета
4371077301
Бренд
Komatsu
Тип
Вариатор для скутера
Марка мотоцикла
Honda
Совместимые модели
Хонда Дио / Такт
Тип автотехники
скутер
Длина
40 мм
Ширина
150 мм
Высота
100 мм
Диаметр
90 мм
Вес
0.99 кг
Количество в комплекте
1 шт.
Подробная комплектация
Вариатор передний тюнинг на скутер Хонда Дио / Такт
Дополнительная информация
Вариатор передний тюнинг на скутер Хонда Дио / Такт 50 кубов TUNING / Аф-18 / Tact / Тонкий Вал / Honda Dio / Tact Af-18
Дополнительно
Материал
Металл
Перед покупкой уточняйте характеристики и комплектацию у продавца.",['https://avatars.mds.yandex.net/get-mpic/5376959/2a0000018e66a1075c5fcca93f24c7890544/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Вариатор передний тюнинг на скутер Сузуки Летс / Верде 50 кубов TUNING / Suzuki Lets / Verde,"Описание товара
Спортивный вариатор на скутера Японского производства Suzuki Lets / Verde с двигателем Morini 2T и объемом двигателя 50 - 80 сс.
Премиальное качество производства! Все плоскости отшлифованы, а внутренняя щека обработана до зеркального состояния. С данным вариатором на Вашем скутере можно ожидать прироста максимальной скорости от 10 до 15 км/ч! Увеличенный диаметр шкива дает возможность выходить ремню вариатора на больший диаметр увеличивая производительность и глубже ""утапливая"" ремень в шкивах заднего вариатора (сцеплении). Динамика разгона скутера Вас также приятно удивит! Удлиненные дорожки для выхода роликов вариатора и совершенно другие углы для их выхода. В комплекте идет 9 роликов для точной настройки скутера, и еще вы получаете пружинки для сцепления на 1500RPM, которые желательно установить сразу. Внутренняя медная втулка в щеке вариатора устойчива к износу, как и слайдеры, выполненные из лучшего ABS пластика.
Тюнинг скутера - это не так сложно. И вариатор - это как раз то, с чего стоит начать.
Лучше сразу приобрести качественный ремень с кевларом, т.к. из за увеличения оборотов и нагрузки дешевые ремни вариатора будут быстро рваться.
После установки Вариатора вы можете перейти к более углубленному тюнингу скутера и раскрыть его потенциал. Например поршневую группу увеличенного объема, головку с увеличенными клапанами.
Комплектация вариатора:
-9 роликов вариатора
-Внутренняя щека вариатора
-Паук (фиксатор роликов с обратной стороны щеки вариатора)
-3 слайдера
-Втулка вариатора (Палец)
-3 пружины для колодок сцепления
Подходит на модели скутеров:
На скутера Японского производства 50 - 80 кубов 2-х тактный Suzuki Lets 1 / Lets 2 / Verde ( Летс / Верде ) с двигателем Morini
Размеры:
Диаметр внутреннего шкива - 94,7 мм
Внешний диаметр втулки - 20 мм
Внутренний диаметр втулки - 14 мм
Внутренний диаметр отверстия под втулку вариатора - 20 мм
Внутренний диаметр отверстия паука - 14 мм
Ролики - 17*12 мм
Пружины сцепления - 1500 RPM
-9 роликов вари
Показать полностью
Общие характеристики
Артикул Маркета
4371077412
Бренд
Komatsu
Тип
Вариатор для скутера
Марка мотоцикла
Suzuki
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/12420404/2a0000018e66a1075acbe3c8bb81636eab3d/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
"Ремень вариатора 774 x 17,5 на скутер Гранд Аксис / Ямаха Бвс 100 кубов ( 4VP ) Yamaha BWS / Grand Axis ( 772 ) S24","Как работает:Ремень – очень важный элемент в трансмиссии скутера. При его помощи осуществляется передача крутящего момента с коленвала на механизм редуктора. Ремень соединяет ведущий и ведомый шкивы вариатора.При общем тюнинге скутера, тюнинг ремня не обязателен, если он соответствует по номиналу тем частям трансмиссии, которые были заменены. Его можно отнести к расходным материалам, ведь при износе по ширине более чем на 1мм, кардинально меняются настройки трансмиссии и ремень подлежит замене.Эти ремни отличаются высокой надежностью. К тому же срок их службы довольно велик.
На что подходит: для японских скутеров Ямаха Aerox, BWS, Grand Axis, Neos100
Размеры:В диаметре по наружней поверхности 774 мм
Ширина 17,5 мм
Показать полностью
Общие характеристики
Артикул Маркета
4371079096
Бренд
Komatsu
Тип
Ремень вариатора для скутера
Марка мотоцикла
Yamaha
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/5219030/2a0000018e57782eb0443eca0c1a66e11be5/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Карбюратор на скутер Ямаха Джог 50 кубов 3kj и китайский скутер Стелс (1e40qmb) Yamaha Jog / Stels 50cc,"Как работает: Надежный и экономичный карбюратор для квадроциклов, скутеров. Он был разработан для обеспечения оптимальной работы двигателя и экономии топлива. Данный карбюратор отличается высокой точностью дозирования топлива, что обеспечивает стабильную работу двигателя и снижает расход топлива. Кроме того, он имеет простую конструкцию и легко устанавливается на двигатель.
На что подходит: Aprilia, Beta, Beneli(до 2003), MBK, Malaguti, Italjet Drugster, KTM, Yamaha JOG 3YJ, JOG Aprio, JOG ART, JOG Artistk, JOG Next Zone, JOG Poche 3KJ, JOG Z Next Zone, JOG ZR, Super JOG ZR(YG50Z).
Размеры: Внутренний диаметр выпуска - 19 мм;
Внешний диаметр впуска - 35 мм;
Внешний диаметр выпуска - 23,3 мм;
Внутренний диаметр впуска - 30 мм;
Длина провода - 28 см;
Фишка - 2 контакта;
Показать полностью
Общие характеристики
Артикул Маркета
4371078478
Бренд
Komatsu
Тип
Карбюратор на скутер
Марка мотоцикла
Aprilia, Benelli, Beta, KTM, Yamaha
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/5256693/2a0000018e4c407a25899d14f21f1d0de7b2/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
"Ремень вариатора 668 x 16,6 на скутер Сузуки Адрес/Сепия 50 кубов (v50g) Suzuki Address (KOMATSU)","Как работает:Ремень – очень важный элемент в трансмиссии скутера. При его помощи осуществляется передача крутящего момента с коленвала на механизм редуктора. Ремень соединяет ведущий и ведомый шкивы вариатора.При общем тюнинге скутера, тюнинг ремня не обязателен, если он соответствует по номиналу тем частям трансмиссии, которые были заменены. Его можно отнести к расходным материалам, ведь при износе по ширине более чем на 1мм, кардинально меняются настройки трансмиссии и ремень подлежит замене.Эти ремни отличаются высокой надежностью. К тому же срок их службы довольно велик.
На что подходит: для скутера Suzuki с двигателем типа AD50.
Размеры:В диаметре(по наружке) 668мм
Ширина 16,6 мм
Показать полностью
Общие характеристики
Артикул Маркета
4371079099
Бренд
Komatsu
Тип
Ремень вариатора для скутера
Марка мотоцикла
Suzuki
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/12354050/2a0000018e5773995e7f07ff7c08110601c9/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
"Бензонасос на скутер Хонда Дио , Такт Аф-18 , 27 , 31 , 51 , Honda Dio , Tact , Джорно 50cc Af","Описание товара
Тoпливный нacoс вaкуумный с фильтром тонкой oчистки Hовый для скутеров 2Т Honda dio; ZX; Honda; Honda Dio AF27/28; Honda Tact AF-24; Honda Lead; Хонда Дио АФ27/28; Хонда Такт АФ24; Хонда Дио 34/35
Бензонасос - ключевой элемент топливной системы скутера.
Работает за счет вакуума, который создается во время работы двигателя. Магистральный - не встраивается в бак, а устанавливается снаружи.
Со временем на старом бензонасосе начинает рассыхаться мембрана, или же он просто засоряется за счет не своевременной замены топливного фильтра. К сожалению это можно исправить только заменой бензонасоса.
Если Вы хотите продлить срок службы данного элемента, советуем сразу заменить топливный фильтр и шланги, а также менять фильтр не реже 1 раза в каждые 5000 км. Обратите внимание на частоту бензобака. Со временем там оседает ржавчина и грязь, которая помешает работе скутера и ""забьёт"" фильтрующий элемент.
Топливный фильтр в комплекте. Имеет 2 уха для крепления топливного насоса к раме скутера. Нижняя и верхняя часть насоса защищены бензостойкими резиновыми прокладками.
Имеет 3 штуцера:
1 - поступление топлива из бензобака
2 - подключение вакуумной магистрали от карбюратора
3 - подача топлива в карбюратор
Не ремонтопригоден. Прост в замене
Подходит на модели скутеров:
Honda: Dio Af-18/Dio Af-27/Dio Af-34/Giorno/Joker 50/Joker 90/Lead 100 Jh-06/Lead 50 Af-20/Lead 50 Af-48/Lead 90
Af-05/ Tact Af-16/Tact Af-24,30/Tact Af-51
Размеры:
Общая длина - 90 мм
Длина без патрубков и мест креплений - 62 мм
Высота - 35 мм
Диаметр воздушного штуцера - 6 мм
Диаметр топливных штуцеров - 6 мм
Расстояние между отверстиями крепления - 77 мм
Диаметр отверстий крепления - 7 мм
Показать полностью
Общие характеристики
Артикул Маркета
4371077766
Бренд
Komatsu
Тип
Бензонасос на скутер
Марка мотоцикла
Honda
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/4525599/img_id7535979219198325086.jpeg/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
"Поршневая (ЦПГ) на скутер Хонда Дио , Такт 65 кубов Аф-18 24 27 31 51 / Honda Dio Af-27 Tact 65cc","Как работает:ЦПГ (цилиндро-поршневая группа) является одной из ключевых частей двигателя скутера, отвечающей за генерацию силы, необходимой для передвижения. Время от времени возникает необходимость замены ЦПГ в результате износа или дефектов.Замена ЦПГ на скутере необходима в следующих случаях:
-Когда производительность двигателя снижается и проблема связана с износом ЦПГ.
-При обнаружении утечек масла или топлива, которые свидетельствуют о неисправности ЦПГ.
-Если ЦПГ повреждена в результате аварии или столкновения.
-При желании модернизировать скутер и улучшить его производительность.
Комплектация поршневой группы:
цилиндр;
уплотнительное кольцо;
поршень;
2 кольца на поршень;
палец и его стопорные кольца;
Размера: H-55mm. n-25mm. p-12mm. d-42mm. L1-55mm, L2-55mm
Подходит на скутер:
Dio AF18 Tact AF51
Dio AF25 Tact AF30
Dio AF27 Tact AF24
Dio AF28 ZX Julio AF52
DJ1 RR Giorno AF24
Показать полностью
Общие характеристики
Артикул Маркета
4371077498
Бренд
Komatsu
Тип
Цилиндро-поршневая группа для скутера
Марка мотоцикла
Honda
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/5332113/2a0000018e6b70580706d7b0cb2a6ce8b713/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Реле поворотов на китайский скутер 50 кубов (139QMB) (2 контакта),"Современные поворотные реле, в основном, подразделяются на два типа: термоэлектромагнитные и электронные.
Данное реле является электронным.
Преимущество электронных прерывателей в том, что они более надежны, чем тепловые.
Негативный фактор – защита от короткого замыкания здесь очень слаба, и при малейшем перепаде электрического напряжения прерыватель может легко перегореть.
Рекомендуем всегда одно реле иметь в запасе. Ведь при не работающих поворотниках вы не только сами рискуете, но и создаете дискомфорт другим участникам дорожного движения.
Показать полностью
Общие характеристики
Артикул Маркета
4371078704
Бренд
Komatsu
Цвет товара
светло-серый
Тип
Реле-регулятор для скутера
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/7543961/img_id2447604461685234962.jpeg/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Вариатор задний (сцепление) на скутер Хонда Дио / Лид 50 кубов / Аф-18 / 27 / Honda Dio / Lead 50cc,"Описание товара
Стандартный задний вариатор в сборе на японские и китайские скутера. Обладает элементами, которые не подлежат отдельной замене. Частой причиной ""провалов"" в разгоне на скутере являются в первую очередь стертые или деформированные дорожки на шкивах заднего вариатора. Исправить к сожалению это никак нельзя и подлежит такое сцепление исключительно замене. А выработку данного элемента можно увидеть только при полной диагностике и разборе трансмиссии.
Подойдет не только для японских скутеров Honda Dio Af-18/27/34 и т.д. но и для китайских скутеров с двигателем 139QMB.
Пружины колодок заднего вариатора можно заменить, как и пружину торкдрайвера. Диаметр колокола 105 мм. Сцепление протянута с завода и не требует дополнительной протяжки после покупки. Изначально сбалансировано настроено. Не резкий подхват на низких оборотах, плавный разгон и достижение максимальной скорости.
Включает в себя 2 шкива, колодки сцепления, барабан сцепления, пружину сцепления и внутренние подшипники смазаны с завода солидолом.
Классические и игольчатые подшипники внутри так же подвергаются высоким нагрузкам. Следует следить за их состоянием. К сожалению так же нельзя заменить отдельно.
Задний вариатор - важная часть трансмиссии и требует ухода и диагностики. При появлении раковин на шкивах может рвать ремни.
Желательно проконсультироваться с нашими специалистами перед приобретением данной запчасти.
Подходит на модели скутеров:
Японский скутер: Dio AF-18 / Tact AF-16 (Хонда Дио / Такт АФ - 16 / 18 и др.) с 2-х тактным двигателем объемом 50-80 кубов (cc/сс) с тонким валом 12 мм
Японский скутер: Dio AF-18 / Tact AF-51 / Dio AF-25 / Tact AF-30 / Dio AF-27 / Tact AF-24 / Dio AF-28 ZX / Julio AF-52 / DJ1 RR / Giorno AF24 (Хонда Дио / Джорно / Такт АФ - 18 / 27 / 34 и др.) с 2-х тактным двигателем объемом 50-80 кубов (cc/сс) и толстым валом 14мм
Японский скутер: Dio AF- 34 / Dio AF-35 / Dio AF-35 ZX / Dio Cesta (Хонда Дио / ЗХ / Цеста - 34 / 35 / зикс и др.) с 2-х тактным двигателем GBL или GBLK объемом 50-80 кубов (cc/сс)
Китайские скутеры с двигателем 4т серии GY6 с маркировкой 139QMB, 1P39QMB и 139QMA и объемом двигателя 80 - 100 кубов / Omaks (Омакс) / Motoland (Мотолэнд) / Racer (Рейсер) / Irbis / Storm / Stels / Lifan Viper Wind Racer (Вайпер) / Meteor IRBIS Z50R (Ирбис) / Viper Grand PRIX Honling Joker QT-7;ЗиД Lifan (Лифан) LF50QT-8A / RACE WOLF RC 50QT-3B / NAVIGATOR E-MOTO XJ 50QT-5 / JIEDA JD 50QT-4A
Китайские скутеры: скутера китайского и российского с двигателем 4т серии GY6 с маркировкой 157QMJ и объемом двигателя от 150 до 200 кубов / Omaks / Motoland / Racer / Irbis / Storm / Stels / Lifan Viper Wind Racer (Вайпер) / Meteor IRBIS Z150R (Ирбис) / Viper Grand PRIX / Honling Joker QT-7;ЗиД Lifan (Лифан) LF150Q / RACE WOLF RC 150 / NAVIGATOR E-MOTO XJ 150 / JIEDA JD 150
Рабочий объём - от 50 см3 до 100 см3
Диаметр колокола - 114 мм
Внутренний диаметр колокола - 106 мм
Внутренний диаметр отверстия колокола - 12 мм
Внутренний диаметр платы сцепления - 22 мм
Диаметр шкивов - 118 мм
Высота сцепления в сборе - 70 мм
Толщина платы сцепления - 19 мм
Показать полностью
Общие характеристики
Артикул Маркета
4371077973
Бренд
Komatsu
Тип
Вариатор для скутера
Марка мотоцикла
Honda, IRBIS, Lifan
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/12394941/2a0000018e6babfe4508d042d6ebd240dba7/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
"Сепаратор 14*18*16,5 (Верхний) на скутер Ямаха Бвс / Гранд Аксис 100 кубов (4VP) Yamaha Bws / Axis 100cc подшипник игольчатый","Как работает:Сепараторы обладают максимальной радиальной грузоподьемность, именно поэтому они используются именно в шатунной системе.Трение между металлом на дорожках качения создается с помощью использования смазки, которая создает тонкую масляную пленку, уменьшая шум и износ подшипников в работе.
На что подходит: Yamaha BWS 100
Размеры:14*18*16.5 мм
Под палец поршня 14 мм
Показать полностью
Общие характеристики
Артикул Маркета
4371078796
Бренд
Komatsu
Тип
Подшипник коленвала для скутера
Марка мотоцикла
Yamaha
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/1924204/img_id6639019118043665916.jpeg/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Карбюратор на китайский скутер 125/150 кубов (152QMI / 157QMJ) 150сс,"Как работает: Надежный и экономичный карбюратор для квадроциклов, скутеров. Он был разработан для обеспечения оптимальной работы двигателя и экономии топлива. Данный карбюратор отличается высокой точностью дозирования топлива, что обеспечивает стабильную работу двигателя и снижает расход топлива. Кроме того, он имеет простую конструкцию и легко устанавливается на двигатель.
На что подходит: на скутер GY6 125cc / 150cc 4 тактный двигатель 157QMJ, 152QMI Динго Т150, квадроцикл ATV 150.
Размеры: Внутренний диаметр входной стороны - 24 мм
Наружный диаметр входной стороны - 32 мм
Внутренний диаметр впускного диффузора - 38 мм
Наружный диаметр крепления воздушного фильтра - 42 мм
Показать полностью
Общие характеристики
Артикул Маркета
4371078799
Бренд
Komatsu
Тип
Карбюратор для скутера
Тип автотехники
скутер
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/6425823/img_id3924156544692300951.jpeg/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Набор прокладок на скутер Хонда Дио / Такт 50 кубов ( Af-18 / 27 / 31 / 51 ) Honda Dio / Tact 50cc,"Описание товара
Комплект прокладок для скутеров Honda Dio/Tact объемом 50 куб. см (модели AF-18/27/31/51) предназначен для обеспечения надежной герметизации различных частей двигателя. В любом двигателе, включая двигатели скутеров, прокладки играют ключевую роль в поддержании герметичности, необходимой для эффективной работы любых узлов и механизмов.
Внутри двигателя скутера постоянно циркулируют технические жидкости, которые находятся под давлением. Для поддержания заданного давления и предотвращения утечек необходима качественная герметизация.
Основной фактор, влияющий на износ прокладок, — это перегрев двигателя. Неправильная затяжка крепежных болтов или шпилек также может существенно сократить срок службы прокладок.
При выборе прокладок важно учитывать специфику каждой модели двигателя. Установку нового комплекта прокладок следует начинать с проверки старых на предмет повреждений или износа и очистки поверхностей. Это позволяет удостовериться в полном соответствии размеров и формы нового комплекта, а также избежать утечек масла, воздуха или других жидкостей, которые могут вызвать неисправности двигателя.
Подходит на модели скутеров:
Японский скутер: Dio AF-18 / Tact AF-51 / Dio AF-25 / Tact AF-30 / Dio AF-27 / Tact AF-24 / Dio AF-28 ZX / Julio AF-52 / DJ1 RR / Giorno AF24 (Хонда Дио / Джорно / Такт АФ - 18 / 27 / 34 и др.) с 2-х тактным двигателем объемом 50 кубов (cc/сс) и ТОЛСТЫМ валом 14мм
Комплектация:
Прокладка под головку цилиндра 50 сс, Прокладка под глушитель, прокладка крышки редуктора, 2 прокдладки под лепестковый клапан, резиновая прокладка под заднюю крышку вариатора, прокладка передней части крышки вариатора, нижняя прокладка под цилиндр.
Показать полностью
Общие характеристики
Артикул Маркета
4371078337
Бренд
Komatsu
Тип
Набор прокладок двигателя для мотоцикла
Марка мотоцикла
Honda
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/11396163/2a00000194e0f2364ac619e87e935df8afe0/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
"Ремень вариатора 655 x 15,5 на скутер Хонда Дио 50 кубов (Af-18/27/31/51) Honda Dio (KOMATSU)","Как работает:Ремень – очень важный элемент в трансмиссии скутера. При его помощи осуществляется передача крутящего момента с коленвала на механизм редуктора. Ремень соединяет ведущий и ведомый шкивы вариатора.При общем тюнинге скутера, тюнинг ремня не обязателен, если он соответствует по номиналу тем частям трансмиссии, которые были заменены. Его можно отнести к расходным материалам, ведь при износе по ширине более чем на 1мм, кардинально меняются настройки трансмиссии и ремень подлежит замене.Эти ремни отличаются высокой надежностью. К тому же срок их службы довольно велик.
На что подходит:Для моделей Honda dio af18/27/28/34/35 кроме ZX
Размеры:Длина 655мм
Ширина 15.5 мм
Под втулку вариатора 33мм
Показать полностью
Общие характеристики
Артикул Маркета
4372003198
Тип
Ремень вариатора для скутера
Марка мотоцикла
Honda
Тип автотехники
скутер
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/12152435/2a0000018e576e8fc5588f6926431da835a8/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
